,Movie Name,Movie Rating,Genres,Release,Runtime,Director,Movie Link
3496,Femminile singolare,60,"Family, Adventure, Drama
",        07/19/1995       ,1h 35m,Dwight H. Little,https://www.themoviedb.org/movie/969424
3497,Doom,51.0,"Fantasy, Romance, Drama, Comedy
",        09/16/2005       ,1h 35m,Mark Waters,https://www.themoviedb.org/movie/8814
3498,The Ash Lad: In the Hall of the Mountain King,67.0,"Horror, Science Fiction, Thriller
",        07/08/2016       ,1h 38m,Tod Williams,https://www.themoviedb.org/movie/444090
3499,The Hate U Give,82.0,"Thriller, Science Fiction, Drama, Mystery
",        04/17/2014       ,1h 59m,Wally Pfister,https://www.themoviedb.org/movie/470044
3500,Deadly Excursion,61.0,"Drama, Western, Adventure
",        12/25/2020       ,1h 58m,Paul Greengrass,https://www.themoviedb.org/movie/579571
3501,Broken City,59.0,"Action, Fantasy, Horror, Science Fiction
",        03/15/2007       ,2h 19m,Akihiko Shiota,https://www.themoviedb.org/movie/98357
3502,Collateral Damage,57.0,"Science Fiction
",        06/30/1995       ,1h 36m,Danny Cannon,https://www.themoviedb.org/movie/9884
3503,El paseo,67.0,"Adventure, Action, Thriller
",        06/24/1981       ,2h 7m,John Glen,https://www.themoviedb.org/movie/88278
3504,Army of Darkness,73.0,"Family, Fantasy, Music, Animation
",        10/08/2013       ,1h 13m,Steve Sacks,https://www.themoviedb.org/movie/766
3505,Los verduleros,71.0,"Comedy
",        05/13/2022       ,Not Define,Noam Tomaschoff,https://www.themoviedb.org/movie/204788
3506,The Double,58.0,"Drama, Romance
",        02/05/2021       ,1h 47m,Rocco Ricciardulli,https://www.themoviedb.org/movie/73499
3507,The Good Doctor,62.0,"Comedy, Drama, Romance
",        09/16/2021       ,1h 15m,Dakota Gorman,https://www.themoviedb.org/movie/65650
3508,Jackass 2.5,61.0,"Animation, Science Fiction
",        12/06/1973       ,1h 12m,René Laloux,https://www.themoviedb.org/movie/14158
3509,Covet: Island of Desire,45.0,"Action, Adventure, Comedy, Western
",        02/07/2003       ,1h 55m,David Dobkin,https://www.themoviedb.org/movie/458083
3510,Scarface,75.0,"Comedy, Crime, Science Fiction
",        07/26/2002       ,1h 33m,Jay Roach,https://www.themoviedb.org/movie/877
3511,Strike Witches the Movie,52.0,"Action, Thriller, Crime
",        04/13/2022       ,2h 42m,Nelson Dilipkumar,https://www.themoviedb.org/movie/44667
3512,True Romance,76.0,"Documentary
",        07/11/2019       ,2h 10m,Asif Kapadia,https://www.themoviedb.org/movie/319
3513,Trenches,0,"Crime, Action, Drama
",        09/20/2010       ,3m,Kial Natale,https://www.themoviedb.org/movie/854346
3514,Ultimate Avengers 2,67.0,"Horror
",        09/12/2003       ,1h 33m,Eli Roth,https://www.themoviedb.org/movie/14611
3515,The Titan,54.0,"Documentary
",        04/12/2016       ,53m,Charlie David,https://www.themoviedb.org/movie/476926
3516,Dancing Queens,60,"Action, Crime, Thriller
",        08/20/1988       ,2h 2m,Jackie Chan,https://www.themoviedb.org/movie/761270
3517,How It Ends,53.0,"Drama, Crime
",        06/04/2021       ,1h 21m,Nabil Elderkin,https://www.themoviedb.org/movie/475210
3518,Braven,62.0,"Comedy
",        08/11/2017       ,1h 36m,Michael Tiddes,https://www.themoviedb.org/movie/459910
3519,Code 8,62.0,"Action, Thriller
",        06/20/2007       ,1h 53m,Quentin Tarantino,https://www.themoviedb.org/movie/461130
3520,Batman: Gotham Knight,67.0,"Science Fiction
",        11/24/2017       ,1h 32m,Robert Kouba,https://www.themoviedb.org/movie/13851
3521,George of the Jungle,56.0,"Drama
",        11/25/2021       ,1h 49m,Mike Mills,https://www.themoviedb.org/movie/10603
3522,15+ Coming of Age,43.0,"Comedy, Drama, Music
",        12/24/2019       ,1h 52m,Pepe Bojórquez,https://www.themoviedb.org/movie/483877
3523,灵契,30,"Horror, Comedy, Fantasy
",        12/04/2015       ,1h 38m,Michael Dougherty,https://www.themoviedb.org/movie/763577
3524,Prayers for the Stolen,79.0,"Drama, Romance
",        05/04/2012       ,1h 41m,Scott Hicks,https://www.themoviedb.org/movie/670981
3525,Deuce Bigalow: Male Gigolo,59.0,"Crime, Drama, Mystery
",        10/31/2008       ,2h 21m,Clint Eastwood,https://www.themoviedb.org/movie/10402
3526,Koskinen,0,"Adventure, Fantasy, Animation, Action, Comedy, Thriller, Science Fiction, Family
",        08/13/2004       ,1h 30m,Hatsuki Tsuji,https://www.themoviedb.org/movie/961337
3527,You're Next,66.0,"Animation, Adventure, Family, Fantasy
",        09/24/2010       ,1h 37m,Zack Snyder,https://www.themoviedb.org/movie/83899
3528,Magic Mike,61.0,"Horror, Thriller
",        10/23/2015       ,1h 28m,Gregory Plotkin,https://www.themoviedb.org/movie/77930
3529,A Day to Die,54.0,"Comedy
",        10/24/2014       ,1h 42m,Theodore Melfi,https://www.themoviedb.org/movie/864116
3530,Wanted,65.0,"Drama, Adventure, Comedy, Romance
",        11/30/1991       ,1h 39m,Michael Mak,https://www.themoviedb.org/movie/8909
3531,Deuce Bigalow: European Gigolo,51.0,"Thriller, Horror
",        05/04/2019       ,1h 31m,Patrick Johnson,https://www.themoviedb.org/movie/11453
3532,The Mask of Zorro,65.0,"Horror, Thriller
",        09/06/2005       ,1h 31m,Rick Bota,https://www.themoviedb.org/movie/9342
3533,UglyDolls,67.0,"Drama
",        10/01/1999       ,2h 2m,Sam Mendes,https://www.themoviedb.org/movie/454458
3534,King Arthur,63.0,"TV Movie, Comedy, Romance
",        04/16/2022       ,1h 24m,Stacey N. Harding,https://www.themoviedb.org/movie/9477
3535,A CLOWN | A LIFE,0,"Horror, Thriller, Science Fiction, Mystery
",        05/15/2015       ,1h 31m,Oren Peli,https://www.themoviedb.org/movie/827830
3536,Evan Almighty,55.0,"Crime, Drama, History, Thriller
",        06/03/1987       ,1h 59m,Brian De Palma,https://www.themoviedb.org/movie/2698
3537,Enough,66.0,"Comedy
",        08/19/2011       ,1h 37m,Ben Palmer,https://www.themoviedb.org/movie/1957
3538,XXX,62.0,"Animation, Family, Fantasy, Comedy
",        08/24/2017       ,1h 33m,Holger Tappe,https://www.themoviedb.org/movie/806675
3539,No Half Measures: Creating the Final Season of Breaking Bad,85.0,"Action, Crime, Thriller
",        01/10/2014       ,1h 47m,Robert Rodriguez,https://www.themoviedb.org/movie/239459
3540,Tooth Fairy 2,51.0,"Adventure, Drama, Action, Thriller
",        04/02/2004       ,1h 26m,Kevin Bray,https://www.themoviedb.org/movie/84575
3541,Slovo,0,"TV Movie, Drama
",        05/30/2004       ,1h 50m,Joseph Sargent,https://www.themoviedb.org/movie/816208
3542,Austin Powers: International Man of Mystery,65.0,"Drama, Horror, Thriller
",        05/29/2009       ,1h 48m,Lars von Trier,https://www.themoviedb.org/movie/816
3543,One Piece: Baron Omatsuri and the Secret Island,72.0,"Drama, Mystery, Thriller
",        09/17/2004       ,1h 48m,M. Night Shyamalan,https://www.themoviedb.org/movie/44729
3544,The Illusionist,73.0,"Family, Animation, Action, Adventure, Comedy
",        10/06/2017       ,1h 41m,Charlie Bean,https://www.themoviedb.org/movie/1491
3545,Cheeky,55.0,"Drama, Music, Romance
",        07/16/2004       ,1h 9m,"Michael WinterbottomAuthor, ",https://www.themoviedb.org/movie/22705
3546,Do You Believe?,67.0,"Drama, History
",        06/11/2021       ,1h 42m,Thorsten Klein,https://www.themoviedb.org/movie/309425
3547,Security,61.0,"Adventure, Action, Fantasy
",        08/29/1986       ,1h 56m,Russell Mulcahy,https://www.themoviedb.org/movie/460846
3548,Maverick,68.0,"Animation, Comedy, Family
",        08/04/2006       ,1h 30m,"Steve OedekerkAuthor, ",https://www.themoviedb.org/movie/9359
3549,Possessed,61.0,"Comedy, Romance, Music
",        07/23/2021       ,1h 30m,Secun de la Rosa,https://www.themoviedb.org/movie/337719
3550,The Simpsons 20th Anniversary Special - In 3D! On Ice!,67.0,"History, Drama, War, Action
",        07/27/2016       ,1h 51m,John H. Lee,https://www.themoviedb.org/movie/375848
3551,Caligula,59.0,"Comedy, Crime
",        01/26/2006       ,1h 39m,John Whitesell,https://www.themoviedb.org/movie/9453
3552,50/50,71.0,"War, History, Adventure, Drama
",        12/11/1962       ,3h 47m,David Lean,https://www.themoviedb.org/movie/40807
3553,A Few Good Men,75.0,"Drama, Mystery
",        10/15/2015       ,1h 42m,Park Eun-Kyung,https://www.themoviedb.org/movie/881
3554,Batman: Hush,73.0,"Science Fiction, Action, Animation, Fantasy, Thriller
",        03/29/2017       ,1h 15m,Jay Oliva,https://www.themoviedb.org/movie/537056
3555,Shame,70,"Drama, Romance, History
",        09/13/2019       ,2h 2m,Michael Engler,https://www.themoviedb.org/movie/76025
3556,"Roman J. Israel, Esq.",63.0,"Comedy, Drama, Music
",        05/06/2016       ,1h 35m,Juan Pablo Buscarini,https://www.themoviedb.org/movie/413362
3557,The Outsider,71.0,"Horror, Thriller
",        04/12/1985       ,1h 34m,Lewis Teague,https://www.themoviedb.org/movie/12504
3558,The Ultimate Gift,77.0,"Action, Thriller
",        01/31/2020       ,1h 49m,Reed Morano,https://www.themoviedb.org/movie/14624
3559,Messi,72.0,"Adventure, Action, Science Fiction
",        07/28/1995       ,2h 15m,Kevin Reynolds,https://www.themoviedb.org/movie/283317
3560,Katinka The Movie,0,"Thriller, Drama
",        02/03/2017       ,2h 12m,John Madden,https://www.themoviedb.org/movie/962006
3561,Jarhead: Law of Return,65.0,"Action, Thriller, Science Fiction, Mystery
",        08/02/2002       ,2h 25m,Steven Spielberg,https://www.themoviedb.org/movie/635744
3562,You Again,63.0,"Action, Science Fiction, Adventure
",        06/28/2011       ,2h 34m,Michael Bay,https://www.themoviedb.org/movie/38303
3563,District 13: Ultimatum,64.0,"Horror, Thriller, Mystery
",        11/21/2019       ,1h 27m,Vikram Jayakumar,https://www.themoviedb.org/movie/15357
3564,The Next Karate Kid,53.0,"Horror, Drama, Mystery
",        05/08/2015       ,1h 35m,Henry Hobson,https://www.themoviedb.org/movie/11231
3565,War Horse,73.0,"Fantasy, Thriller, Horror
",        03/11/2011       ,1h 40m,Catherine Hardwicke,https://www.themoviedb.org/movie/57212
3566,A.I. Artificial Intelligence,70,"Crime, Drama
",        01/05/2018       ,2h 20m,Aaron Sorkin,https://www.themoviedb.org/movie/644
3567,Pet Sematary II,53.0,"Music, Drama, Family, Romance
",        11/30/2016       ,1h 37m,Bille Woodruff,https://www.themoviedb.org/movie/10906
3568,Willi und die Wunderkröte,0,"Mystery, Science Fiction
",        05/29/1998       ,1h 40m,Alex Proyas,https://www.themoviedb.org/movie/915631
3569,Searching,76.0,"Comedy
",        02/19/1999       ,1h 29m,Mike Judge,https://www.themoviedb.org/movie/489999
3570,Monstruosamente Solo,49.0,"War, Drama, Thriller
",        09/12/2019       ,2h 49m,Václav Marhoul,https://www.themoviedb.org/movie/272818
3571,Tusk,54.0,"Comedy
",        06/02/2021       ,1h 34m,Leandro Neri,https://www.themoviedb.org/movie/246403
3572,Maître Contout - Mémoire de la Guyane,0,"Horror, Fantasy, Comedy
",        06/28/2019       ,1h 58m,Peter Strickland,https://www.themoviedb.org/movie/944264
3573,The Son of Bigfoot,66.0,"Thriller, Horror, Drama
",        01/02/2015       ,1h 38m,Tom Harper,https://www.themoviedb.org/movie/413644
3574,Moontrap: Target Earth,46.0,"Action, Drama, Thriller
",        01/26/2012       ,1h 33m,Steven Soderbergh,https://www.themoviedb.org/movie/443297
3575,The Lego Movie 2: The Second Part,67.0,"Comedy, Drama, Music
",        03/03/2021       ,1h 51m,Amy Poehler,https://www.themoviedb.org/movie/280217
3576,August Rush,74.0,"TV Movie, Thriller
",        09/24/2021       ,Not Define,Tony Dean Smith,https://www.themoviedb.org/movie/5123
3577,Private Property,0,"Animation
",        03/07/1998       ,1h 38m,Tsutomu Shibayama,https://www.themoviedb.org/movie/860860
3578,Slate,53.0,"Drama, Mystery, Crime
",        04/19/2018       ,1h 43m,Alejandro Montiel,https://www.themoviedb.org/movie/747984
3579,Teen Titans: The Judas Contract,75.0,"Comedy, Animation, Adventure, TV Movie
",        11/08/2009       ,1h 27m,Danny Antonucci,https://www.themoviedb.org/movie/408647
3580,On Your Wedding Day,76.0,"Action, Crime, Thriller, Horror
",        04/18/2008       ,1h 45m,David R. Ellis,https://www.themoviedb.org/movie/532444
3581,Carrie,73.0,"Crime, Drama
",        03/09/2018       ,2h 3m,Fernando León de Aranoa,https://www.themoviedb.org/movie/7340
3582,Babe,62.0,"Drama, Romance
",        12/19/2008       ,1h 59m,Sam Mendes,https://www.themoviedb.org/movie/9598
3583,Romeo + Juliet,68.0,"Action, Drama, Thriller
",        11/20/1998       ,2h 12m,Tony Scott,https://www.themoviedb.org/movie/454
3584,Back to the Future Part III,74.0,"Action, Fantasy, Mystery, Crime
",        08/06/2004       ,1h 44m,Pitof,https://www.themoviedb.org/movie/196
3585,Taxi,55.0,"Documentary
",        10/30/2016       ,1h 33m,Fisher Stevens,https://www.themoviedb.org/movie/11045
3586,Ben 10: Secret of the Omnitrix,73.0,"Action, Crime, Thriller
",        05/09/2014       ,1h 38m,Paco Cabezas,https://www.themoviedb.org/movie/15403
3587,Hard Target 2,61.0,"Adventure, Drama, Family
",        05/04/2012       ,2h 6m,Martin Scorsese,https://www.themoviedb.org/movie/402331
3588,Tempus Tormentum,56.0,"Action, Science Fiction, Thriller
",        08/24/1990       ,1h 36m,Sam Raimi,https://www.themoviedb.org/movie/519337
3589,Monster Hunt,64.0,"Drama
",        02/24/2017       ,1h 58m,Garth Davis,https://www.themoviedb.org/movie/334298
3590,Pixie Hollow Bake Off,71.0,"Comedy, Romance
",        12/24/2021       ,1h 42m,Álvaro Fernández Armero,https://www.themoviedb.org/movie/269437
3591,Lake Placid vs. Anaconda,54.0,"Action, Comedy, Drama
",        11/19/2020       ,1h 56m,Anders Thomas Jensen,https://www.themoviedb.org/movie/336560
3592,Garfield: A Tail of Two Kitties,55.0,"Comedy
",        03/29/2021       ,1h 47m,Josh Greenbaum,https://www.themoviedb.org/movie/9513
3593,Buzz Lightyear of Star Command: The Adventure Begins,64.0,"Action, Horror, Comedy, Science Fiction, Thriller
",        04/09/1996       ,1h 40m,"S. S. WilsonCharacters, ",https://www.themoviedb.org/movie/16187
3594,The Rum Diary,59.0,"Comedy
",        12/17/2004       ,2h 10m,James L. Brooks,https://www.themoviedb.org/movie/23514
3595,Free Willy 2: The Adventure Home,59.0,"Horror, Thriller, Fantasy, Drama
",        06/17/1977       ,1h 58m,John Boorman,https://www.themoviedb.org/movie/9073
3596,Just Like Heaven,69.0,"Romance, Comedy
",        11/19/2020       ,1h 45m,Tosca Musk,https://www.themoviedb.org/movie/9007
3597,Cell,46.0,"Thriller, Action, Mystery
",        10/06/2017       ,1h 33m,Antonio Negret,https://www.themoviedb.org/movie/168098
3598,Transcendence,60,"Drama
",        04/10/1957       ,1h 37m,Sidney Lumet,https://www.themoviedb.org/movie/157353
3599,News of the World,70,"Fantasy, Animation, Science Fiction, Family, Action
",        04/22/2003       ,1h 10m,Victor Cook,https://www.themoviedb.org/movie/581032
3600,Dororo,70,"Action, Animation, Science Fiction
",        06/28/2014       ,59m,Kazuchika Kise,https://www.themoviedb.org/movie/16221
3601,Judge Dredd,57.0,"Animation, Science Fiction
",        12/12/2019       ,4m,Tyson Hesse,https://www.themoviedb.org/movie/9482
3602,For Your Eyes Only,65.0,"Animation, Action
",        12/22/2005       ,26m,Hayato Date,https://www.themoviedb.org/movie/699
3603,Monster High: 13 Wishes,73.0,"Animation, Family, Fantasy
",        03/24/2015       ,1h 15m,Dan Fraga,https://www.themoviedb.org/movie/212470
3604,Tankhouse,0,"Drama
",        04/12/1940       ,1h 17m,Harold S. Bucquet,https://www.themoviedb.org/movie/727908
3605,The Last Paradiso,60,"Romance, Adventure, Science Fiction, Drama
",        02/10/2017       ,2h 1m,Peter Chelsom,https://www.themoviedb.org/movie/746422
3606,All About Sex,65.0,"Action, Thriller
",        09/17/2013       ,1h 29m,Damian Lee,https://www.themoviedb.org/movie/802119
3607,Fantastic Planet,77.0,"History, War, Drama, Adventure
",        10/13/1960       ,3h 17m,Stanley Kubrick,https://www.themoviedb.org/movie/16306
3608,Shanghai Knights,61.0,"Thriller, Horror
",        05/25/2018       ,1h 30m,Ryûhei Kitamura,https://www.themoviedb.org/movie/6038
3609,Austin Powers in Goldmember,60,"Horror, Thriller
",        06/16/1978       ,1h 56m,Jeannot Szwarc,https://www.themoviedb.org/movie/818
3610,Beast,55.0,"Drama, Romance
",        11/26/2014       ,2h 3m,James Marsh,https://www.themoviedb.org/movie/800383
3611,Diego Maradona,75.0,"Action
",        05/07/2015       ,1h 44m,Ernie Barbarash,https://www.themoviedb.org/movie/536841
3612,Pokémon Apokélypse,52.0,"Action, Science Fiction, Fantasy, Horror
",        04/23/2016       ,2h 6m,Shinsuke Sato,https://www.themoviedb.org/movie/870606
3613,Cabin Fever,57.0,"Science Fiction, Animation, Action, Fantasy
",        10/05/2019       ,1h 23m,Sam Liu,https://www.themoviedb.org/movie/11547
3614,I'm a Porn Star: Gay 4 Pay,76.0,"Mystery, Thriller, Horror
",        12/04/1998       ,1h 45m,Gus Van Sant,https://www.themoviedb.org/movie/445077
3615,Police Story 2,70,"Family, Comedy, Animation, Adventure
",        08/13/2018       ,1h 21m,Raymie Muzquiz,https://www.themoviedb.org/movie/10753
3616,Gully,48.0,"Family, Fantasy, Music
",        11/06/2020       ,2h 2m,David E. Talbert,https://www.themoviedb.org/movie/514995
3617,Naked,57.0,"Drama, Romance
",        02/28/2008       ,1h 55m,Justin Chadwick,https://www.themoviedb.org/movie/433251
